item_id,category_id,aspect,importance,mode,cardinality,allowed_values,values_sample,title
256508244327,46413,Type,required,FREE_TEXT,SINGLE,34,"Arc Welder | Butane Torch | Desoldering Pump | Electric Soldering Iron Kit | Electric Soldering Pump | Electrode","Wood Burning Wood Working and Assorted Soldering Tips Stencil Set Crafting 28pc"
256510047977,15913,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","SE GP4-40 5.5"" Mini Stackable Sifting Pan, 40 Holes/Square Inch"
256510048002,46282,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch - 4pk"
256510048006,15913,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","SE GP-MT415-2GG 12” x 36” Green Miner’s Moss (Sluice Box Matting)"
256510048037,88433,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","Universal Rubber Head Clamps 3 Inch Secure Lever Lock Metal Body Outdoor 1pk"
256510048040,177876,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","GEAR AID Aquaseal FD and Tenacious Tape Kit for Wader and Vinyl Repair, 0.25 oz"
256510048045,8504,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","GEAR AID Revivex Down Care Kit w/ Down Cleaner, Water Repellent, Repair Patches"
256510048063,15913,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","SE GP-MT415-3BL 12” x 36” Blue Miner’s Moss (Sluice Box Matting)"
256510048094,262020,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","SE JT-GT26 Small Precious Metal Testing Stone"
256514435510,36120,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","GEAR AID Tenacious Tape No-Sew Mini Repair Patches for Jackets, Tents 1.5""x2.5"""
256514435542,36120,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","GEAR AID Tent Waterproofing Spray and Sealer for Nylon Tents, Tent Fabric Kit"
256525915661,31726,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","Universal Tool Graphite Crucible for Melting Gold and Silver (Many Sizes)"
256525915671,11704,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","ASR Outdoor Prospecting Magnifying Tweezer & Vial Kit - 4x Magnification"
256525915802,122838,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","Premium Jewelers Saw Blades 0/4 Size - 144pc Set"
256525915833,88433,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","Sand Scooper Heavy Duty Plastic for Metal Detecting 12.5 Inch Blue"
256525915863,42576,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","Stainless Steel Machete 15.5 Inch Serrated Blade Paracord Handle"
256525922794,88433,"Country of Origin",recommended,SELECTION_ONLY,SINGLE,244,"Afghanistan | Albania | Algeria | Andorra | Angola | Anguilla","Sand Scooper Heavy Duty Plastic for Metal Detecting 12.5 Inch Green"
256462817275,46282,Theme,recommended,FREE_TEXT,SINGLE,202,"Abstract | Africa | Angel | Animals | Animation | Architecture & Cityscape","Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch (4 Pack)"
256470598874,46282,Theme,recommended,FREE_TEXT,SINGLE,202,"Abstract | Africa | Angel | Animals | Animation | Architecture & Cityscape","Thin Clear Flexible Cutting Board Chopping Mat - 12"" x 15"" (4 Pack)"
256508244360,46282,Theme,recommended,FREE_TEXT,SINGLE,202,"Abstract | Africa | Angel | Animals | Animation | Architecture & Cityscape","Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch (6 Pack)"
256510048002,46282,Theme,recommended,FREE_TEXT,SINGLE,202,"Abstract | Africa | Angel | Animals | Animation | Architecture & Cityscape","Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch - 4pk"
256510047693,183393,"Bulb Shape Code",recommended,FREE_TEXT,SINGLE,173,"2G10 | 2G11 | 2G7 | A15 | A17 | A19","Durable Portable Work Light Indoor Outdoor Multi Use Black 750 Lumen"
256380454290,52373,"Character Family",recommended,FREE_TEXT,MULTI,163,"101 Dalmatians | 5 Seconds of Summer | A Bug's Life | Adventure Time | Aerosmith | Aladdin","GEAR AID Ni Glo 2"" Glowing Keychain for Camping, SCUBA, Fishing, Multi Colors"
256470618737,52373,"Character Family",recommended,FREE_TEXT,MULTI,163,"101 Dalmatians | 5 Seconds of Summer | A Bug's Life | Adventure Time | Aerosmith | Aladdin","Zak Tool ZT55-C Tactical Key Ring Holder Connector Clip for Law Enforcement"
256508244362,52373,"Character Family",recommended,FREE_TEXT,MULTI,163,"101 Dalmatians | 5 Seconds of Summer | A Bug's Life | Adventure Time | Aerosmith | Aladdin","ASR Outdoor Brass Body Nickel Plated Pull Apart Key Ring Travel Accessory"
256508244410,52373,"Character Family",recommended,FREE_TEXT,MULTI,163,"101 Dalmatians | 5 Seconds of Summer | A Bug's Life | Adventure Time | Aerosmith | Aladdin","Jumbo 6.5"" XL Carabiner Key Chain  - Purple"
256526374819,45237,"Character Family",recommended,FREE_TEXT,MULTI,163,"101 Dalmatians | 5 Seconds of Summer | A Bug's Life | Adventure Time | Aerosmith | Aladdin","Jumbo 6.5 Inch Carabiner Key Chain with Grip - 2 Pack Black and Silver"
256508244301,75669,"Maximum Weight Capacity",recommended,FREE_TEXT,SINGLE,135,"2 lb | 4 lb | 6 lb | 8 lb | 10 lb | 12 lb","Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set"
256510047954,183394,Character,recommended,FREE_TEXT,MULTI,132,"Aladdin | Alice in Wonderland | Andy Pandy | Babe | Baby Oleg | Bambi","Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256508701517,85915,Power,recommended,FREE_TEXT,SINGLE,128,"500 W | 550 W | 600 W | 650 W | 700 W | 750 W","3/16"" File Chain Saw Blade Diamond Sharpening Burr Shank 120 Grit"
256525915552,261068,"Year Manufactured",recommended,SELECTION_ONLY,SINGLE,127,"1900 | 1901 | 1902 | 1903 | 1904 | 1905","Disney Pixar Incredibles 2 9 pc Stationary Set UPD-INCRED-2-STATIONERY-9PC"
256525915653,158746,"Year Manufactured",recommended,FREE_TEXT,SINGLE,127,"2026 | 2025 | 2024 | 2023 | 2022 | 2021","Kidplokio Kids Pretend Play Food Set Fun Picnic Plastic Food Utensils Assorted,"
256525915872,20661,Theme,recommended,FREE_TEXT,MULTI,114,"Angels | Animals | Animals & Bugs | Ballerinas | Baseball | Basketball","Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs"
256525915760,19100,"Game Title",recommended,FREE_TEXT,SINGLE,112,"Abalone | Acquire | Activity | Alhambra | Anno Domini | Arkham Horror","Kidplokio 8pc Urban City Police Friction Powered Toy Cars with Play Mat, Blue,"
256525915552,261068,Model,recommended,FREE_TEXT,SINGLE,108,"99401US01 | AfterShokz Air | Air Patroller | Animator Doll | B-100 | B-Daman","Disney Pixar Incredibles 2 9 pc Stationary Set UPD-INCRED-2-STATIONERY-9PC"
256510047585,112581,"Item Diameter",recommended,FREE_TEXT,SINGLE,101,"1 cm | 2 cm | 1 in | 3 cm | 4 cm | 5 cm","Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
256508244347,50602,"Battery Size",recommended,FREE_TEXT,SINGLE,82,"A27 | CR1025 | CR1130 | CR1216 | CR1220 | CR1225","Heavy Duty AA Steadfast Batteries - 12 Pack"
256525915685,50602,"Battery Size",recommended,FREE_TEXT,SINGLE,82,"A27 | CR1025 | CR1130 | CR1216 | CR1220 | CR1225","Assorted Button Cell Batteries for Electronic Repairs 30 Piece"
256525915710,50602,"Battery Size",recommended,FREE_TEXT,SINGLE,82,"A27 | CR1025 | CR1130 | CR1216 | CR1220 | CR1225","4pk Heavy Duty AA Steadfast Batteries"
256508244301,75669,"Seat Depth",recommended,FREE_TEXT,SINGLE,80,"0.5 in | 1.5 in | 1 in | 2.5 in | 2 in | 3.5 in","Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set"
256508244301,75669,"Seat Height",recommended,FREE_TEXT,SINGLE,80,"0.5 in | 1.5 in | 1 in | 2.5 in | 2 in | 3.5 in","Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set"
256510047693,183393,Amperage,recommended,FREE_TEXT,SINGLE,78,"1 A | 2 A | 3 A | 4 A | 5 A | 6 A","Durable Portable Work Light Indoor Outdoor Multi Use Black 750 Lumen"
256510047954,183394,Amperage,recommended,FREE_TEXT,SINGLE,78,"1 A | 2 A | 3 A | 4 A | 5 A | 6 A","Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256508701517,85915,"Year Manufactured",recommended,SELECTION_ONLY,SINGLE,77,"1950 | 1951 | 1952 | 1953 | 1954 | 1955","3/16"" File Chain Saw Blade Diamond Sharpening Burr Shank 120 Grit"
256508244309,40587,Pattern,recommended,FREE_TEXT,SINGLE,73,"Abstract | Airbrush | All-Over | Animal Print | Argyle | Bordered","Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL"
256508244466,36114,"Item Weight",recommended,FREE_TEXT,SINGLE,73,"2.5 lb | 2 lb | 3.5 lb | 3 lb | 4 lb | 5.5 lb","Outdoor Thermal Mat Heat Reflective Sleeping Pad Insulated Winter Chill"
255457181082,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","GEAR AID Seam Grip Waterproof Sealant Adhesive for Tents, Outdoors, Clear, 1 oz"
256264332056,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","GEAR AID Aquaseal FD Flexible Durable Repair Adhesive, Cure Accelerator, 0.75 oz"
256376275265,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","GEAR AID Seam Grip WP Field Repair Kit for Tents and Outdoor Gear, Clear 0.25 oz"
256446183297,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","GEAR AID Tenacious Tape Reflective, Jackets, Outdoor Gear, 3"" x 20"", Silver"
256446183453,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","GEAR AID Tenacious Tape Silnylon Patches for Silicone Tent, Tarp Repair, 3""x5"""
256446183505,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","GEAR AID Tenacious Tape Wildlife Patches for Jackets, Tent, Gear Repair 3"" x 20"""
256446183545,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","GEAR AID Elastic Shock Cord for Tent Poles and Jackets, 84"", Black"
256470618745,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","GEAR AID Tenacious Tape Reflective Patches for Jackets, Outdoor Gear, Silver"
256495157311,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","GEAR AID Tenacious Tape Repair for Tents and Vinyl, Clear Roll, 1.5""x 60"""
256510047597,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","Seam Grip SIL Silicone Sealant and Silnylon Patches for Silnylon Tents and Tarps"
256510047928,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","GEAR AID Tenacious Tape Mesh Patches for Tent and Bug Screen Repair, 3"" Rounds"
256511081582,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","GEAR AID Tent Waterproofing Spray and Sealer for Nylon Tents, Fast Cure Kit"
256514435542,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","GEAR AID Tent Waterproofing Spray and Sealer for Nylon Tents, Tent Fabric Kit"
256515004658,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","GEAR AID Seam Grip TF Tent Fabric Sealer for Waterproofing, Clear, 4 fl oz"
256525915570,36120,"Item Weight",recommended,FREE_TEXT,SINGLE,72,"200 g | 210 g | 220 g | 0.5 lb | 230 g | 240 g","Black Stretch Cord Utility Tie with Black Ball - 100 Pack"
256526374819,45237,Theme,recommended,FREE_TEXT,MULTI,69,"Angel | Animal | Astro | Awareness | Baby | Backpack","Jumbo 6.5 Inch Carabiner Key Chain with Grip - 2 Pack Black and Silver"
256525915552,261068,"Animal Species",recommended,FREE_TEXT,MULTI,67,"Alligator | Allosaurus | Ankylosaurus | Apatosaurus | Baryonyx | Bear","Disney Pixar Incredibles 2 9 pc Stationary Set UPD-INCRED-2-STATIONERY-9PC"
256508244347,50602,"Amp Hours",recommended,FREE_TEXT,SINGLE,65,"0.15 Ah | 0.28 Ah | 0.3 Ah | 0.4 Ah | 0.5 Ah | 0.6 Ah","Heavy Duty AA Steadfast Batteries - 12 Pack"
256525915685,50602,"Amp Hours",recommended,FREE_TEXT,SINGLE,65,"0.15 Ah | 0.28 Ah | 0.3 Ah | 0.4 Ah | 0.5 Ah | 0.6 Ah","Assorted Button Cell Batteries for Electronic Repairs 30 Piece"
256525915710,50602,"Amp Hours",recommended,FREE_TEXT,SINGLE,65,"0.15 Ah | 0.28 Ah | 0.3 Ah | 0.4 Ah | 0.5 Ah | 0.6 Ah","4pk Heavy Duty AA Steadfast Batteries"
256476123885,259621,"Item Weight",recommended,FREE_TEXT,SINGLE,61,"5 oz | 142 g | 0.5 lb | 0.5 lbs | 10 oz | 284 g","GEAR AID Revivex Down Cleaner and Wash for Jackets and Sleeping Bags, 10 fl oz"
256508244348,29509,"Item Weight",recommended,FREE_TEXT,SINGLE,61,"5 oz | 142 g | 0.5 lb | 0.5 lbs | 10 oz | 284 g","Disposable Towels Compact Compressed Biodegradable and Unscented - 12 Pack"
256510047693,183393,Lumens,recommended,FREE_TEXT,SINGLE,61,"8 lm | 10 lm | 15 lm | 16 lm | 36 lm | 40 lm","Durable Portable Work Light Indoor Outdoor Multi Use Black 750 Lumen"
256510047954,183394,Lumens,recommended,FREE_TEXT,SINGLE,61,"8 lm | 10 lm | 15 lm | 16 lm | 36 lm | 40 lm","Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256525915904,29509,"Item Weight",recommended,FREE_TEXT,SINGLE,61,"5 oz | 142 g | 0.5 lb | 0.5 lbs | 10 oz | 284 g","Extendable Flexible Feather Duster For Home And Office Cleaning - Green"
256508701517,85915,"Compatible Model",recommended,FREE_TEXT,MULTI,60,"For Blue Max 20160 | For Blue Max 7953 | For Blue Max 7954 | For DeWALT DCCS620 | For DeWALT DCCS670 | For ECHO CS-2511T-12","3/16"" File Chain Saw Blade Diamond Sharpening Burr Shank 120 Grit"
256510047693,183393,"Year Manufactured",recommended,SELECTION_ONLY,SINGLE,58,"2026 | 2025 | 2024 | 2023 | 2022 | 2020","Durable Portable Work Light Indoor Outdoor Multi Use Black 750 Lumen"
256510047954,183394,"Year Manufactured",recommended,SELECTION_ONLY,SINGLE,58,"2026 | 2025 | 2024 | 2023 | 2022 | 2020","Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256508244301,75669,"Year Manufactured",recommended,SELECTION_ONLY,SINGLE,57,"2026 | 2025 | 2024 | 2023 | 2022 | 2020","Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set"
256508244379,20725,"Year Manufactured",recommended,SELECTION_ONLY,SINGLE,57,"1970 | 1971 | 1972 | 1973 | 1974 | 1975","BBQ Grill Mat Non-Stick Heavy Duty Outdoor Patio Eating and Cooking Tools - 2Pk"
256508244417,20725,"Year Manufactured",recommended,SELECTION_ONLY,SINGLE,57,"1970 | 1971 | 1972 | 1973 | 1974 | 1975","Beille Black BBQ Grill Accessories Reusable Non Stick Grilling Mats 13x15"" 2pk"
256508244457,20725,"Year Manufactured",recommended,SELECTION_ONLY,SINGLE,57,"1970 | 1971 | 1972 | 1973 | 1974 | 1975","ASR Outdoor Extendable Marshmallow Toaster Telescoping BBQ Fork Camping Utensil"
256508701447,20725,"Year Manufactured",recommended,SELECTION_ONLY,SINGLE,57,"1970 | 1971 | 1972 | 1973 | 1974 | 1975","ASR Outdoor Telescopic BBQ Fork 2 Prong Outdoor Cooking Utensil - 3 Pack"
256508701474,20725,"Year Manufactured",recommended,SELECTION_ONLY,SINGLE,57,"1970 | 1971 | 1972 | 1973 | 1974 | 1975","Set of 4 Non-Stick BBQ Grill Mats Reusable Easy to Clean"
256510047954,183394,Theme,recommended,FREE_TEXT,MULTI,57,"Animals | Beach | Buildings & Monuments | Butterflies | Cartoons, TV & Movie Characters | Cats & Kittens","Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256525915822,20725,"Year Manufactured",recommended,SELECTION_ONLY,SINGLE,57,"1970 | 1971 | 1972 | 1973 | 1974 | 1975","BBQ Fork Telescoping 2 Prong Cooking Utensil - Camping Accessories"
256525915827,181042,"Year Manufactured",recommended,SELECTION_ONLY,SINGLE,57,"1970 | 1971 | 1972 | 1973 | 1974 | 1975","Extendable Fly Swatter Durable Telescopic Pole Anti Slip"
256525915851,181042,"Year Manufactured",recommended,SELECTION_ONLY,SINGLE,57,"1970 | 1971 | 1972 | 1973 | 1974 | 1975","Extendable Fly Swatter - Durable Telescopic Pole-Anti Slip- Red"
257018082936,181040,"Year Manufactured",recommended,SELECTION_ONLY,SINGLE,57,"1970 | 1971 | 1972 | 1973 | 1974 | 1975","ASR Outdoor 360 Degree Standard Plug-in UV Light Bug Zapper Metal Hanging Hook"
256510047954,183394,"Character Family",recommended,FREE_TEXT,SINGLE,56,"Batman | Ben 10 | Benjamin Blümchen | Beyblade | Bibi & Tina | Bibi Blocksberg","Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256525915827,181042,"Item Weight",recommended,FREE_TEXT,SINGLE,56,"0.5 lb | 50 g | 1 lb | 60 g | 70 g | 1.5 lb","Extendable Fly Swatter Durable Telescopic Pole Anti Slip"
256525915851,181042,"Item Weight",recommended,FREE_TEXT,SINGLE,56,"0.5 lb | 50 g | 1 lb | 60 g | 70 g | 1.5 lb","Extendable Fly Swatter - Durable Telescopic Pole-Anti Slip- Red"
256508244309,40587,"Character Family",recommended,FREE_TEXT,SINGLE,53,"Batman | Ben 10 | Benjamin Blümchen | Beyblade | Bibi & Tina | Bibi Blocksberg","Microfiber Ultra Absorbent Quick Dry Gym Towel Outdoor - Navy Blue XL"
256510047590,22700,Gauge/Caliber,recommended,FREE_TEXT,SINGLE,53,".17 Hornady Magnum Rimfire | .204 Ruger | .22 Long Rifle | .22 Winchester Rimfire | .22-250 Remington | .222 Remington","24 Piece set ASR Outdoor Gun Cleaning Kit Brass Punches Brushes and Patches"
256510047607,22700,Gauge/Caliber,recommended,FREE_TEXT,SINGLE,53,".17 Hornady Magnum Rimfire | .204 Ruger | .22 Long Rifle | .22 Winchester Rimfire | .22-250 Remington | .222 Remington","ASR Outdoor 66pc Pistol Cleaning Kit In Zippered Shell Case"
256525915552,261068,Convention/Event,recommended,FREE_TEXT,SINGLE,53,"Alamo City Comic Con | AlienCon | Angoulême International Comic Festival | Anime Expo | Barcelona International Comic Fair | BlizzCon","Disney Pixar Incredibles 2 9 pc Stationary Set UPD-INCRED-2-STATIONERY-9PC"
256525915652,177887,Gauge/Caliber,recommended,FREE_TEXT,MULTI,53,"10 Gauge | 12 Gauge | 16 Gauge | 20 Gauge | 28 Gauge | 5.56 x 45 mm NATO","Flatline Ops Nylon Hanging Strap Bag Attachment Snap Hook (Tan)"
