numeric_id,title,product_type,category,body_len,weak_source,body_snippet
8517722669356,"3mL Gold Panning Precision Plastic Dropper Pipettes 5.5 Inch (Multiple Pack Sizes)","Gold Panning","Sporting Goods",870,,"CAPACITY: 3mL LENGTH: 5.5 inches MATERIAL: Polyethylene (non-toxic) APPLICATION: Easily draw or dispense gold, liquids or particles; features graduation markers for precise measure"
8517884444972,"50 Inch Aluminum Folding Sluice Box Backpack Kit Gold Prospecting Equipment (4 Colors)","Gold Panning","Sporting Goods",3410,,"GOLD PANNING KIT INCLUDES: 30L double stitched canvass backpack and 50"" aluminum folding gold panning sluice box (2 total pieces) EFFORTLESS USE: Gold mining equipment ready to dep"
8521682682156,"ASR Outdoor Black Drawstring Backpack Gym Bag Hiking Gear, 20 x 16 Inches","Gold Panning","Sporting Goods",1316,,"Looking for a lightweight option to carry your gear? ASR Outdoors black drawstring backpack or cinch bag is an ideal alternative to larger tote bags or heavier backpacks!The cinch "
8521704636716,"30L Heavy Stitch Gold Panning Backpack Camping Gear Canvas Rucksack (4 Colors)","Gold Panning","Luggage & Bags > Backpacks > Hiking Backpacks",1967,,"Arguably one of the most important pieces of equipment to get you from A to B and beyond, think about the wear-and-tear we put our bags through; stuffed into overhead bins, squeezi"
8521725116716,"7pc Classic Field Beginner Gold Panning Kit with Dual Riffle Gold Pans (2 Colors)","Gold Panning","Sporting Goods",2541,,"GOLD RUSH READY: Features x2 dual riffle pans, x2 magnifying tweezers and x3 glass vials; this starter gold panning kit features basic gold mining components for gold recovery and "
8521740910892,"4pc Dual Riffle Gold Pan Set Gold Prospecting Equipment (2 Colors)","Gold Panning","Sporting Goods > Outdoor Recreation",2109,,"Whether you’re dabbling in your local riverbed for the first time with family and friends, or planning an advanced gold panning excursion, dual riffle gold pans should be one of th"
8521749922092,"14pc Beginner Finishing Gold Prospecting Equipment Gold Panning Kit, Black","Gold Panning","Sporting Goods",2394,,"PROSPECTING TOOLS: ASR Outdoor gold panning kit comes with 14 essential tools for locating, collecting, and evaluating gems and minerals while panning for gold - a gold pan, glass "
8521757655340,"11pc Complete Gold Panning Kit with Classifier Screens, Gold Pans and Prospecting Tools, Green","Gold Panning","Sporting Goods",2379,,"GOLD PANNING KITS: 11pc kit comes with everything you’ll need to pan, sift, pick up and store gold; (2) sifting classifiers, (3) dual riffle gold pans, (1) scoop, (1) black sand ma"
8521778561324,"Magnetic Pick Up Tool – Gold Prospecting Black Sand Separator Magnet with Quick Release Handle (2 Sizes)","Gold Panning","Business & Industrial > Mining & Quarrying > Mining & Quarrying Supplies",1382,,"Speed up your gold recovery process with the Magnetic Pick Up Tool, designed to efficiently separate magnetic black sands from your concentrates so you can focus on what matters: f"
8521788588332,"2 Inch Natural Testing Stone Prospecting Tools, Black","Gold Panning","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Rocks & Fossils > Minerals",510,,"The ASR Outdoor Testing Stone is an essential tool for gold panning. It will help you determine whether the metal you've found is precious or not!In addition to determining whether"
8521825714476,"19pc Ultimate Gold Panning Kit with Classifier Screens, Gold Pans, Rock Pick","Gold Panning","Sporting Goods > Outdoor Recreation",3711,,"Whether you’re a new gold panning hobbyist or seasoned gold prospector, the ASR Outdoor 19pc Gold Panning Kit includes essential gold mining tools that will prepare you to properly"
8521842229548,"Miners Moss Sluice Box Matting for Gold Prospecting (Multiple Sizes and Colors)","Gold Panning","Business & Industrial > Mining & Quarrying > Mining & Quarrying Supplies",855,,"TRIED AND TRUE: Miners Moss Sluice Box Matting is the Preferred of Gold Prospectors in their Sluice Box, Dredges and High Banker Gold Panning Operations THOUSAND OF GOLD TRAPS: Thr"
8521873916204,"Aluminum Sluice Box with Rubber TPR Riffle Matting, Gold Prospecting Equipment, 34 Inch","Gold Panning","Sporting Goods",3081,,"GOLD PROSPECTING EQUIPMENT SLUICE BOX: Lightweight aluminum construction and precut TPR sluice box matting make this sluice box easy to deploy in the field come your next gold rush"
8521901801772,"2 in 1 Metal Detector Sand Scoop with Built-in Steel Probe, Black","Gold Panning","Sporting Goods",2841,,"The ASR Outdoor Gold Rush Gold Panning 2-in-1 Plastic Black Scoop with Steel Probe Handle is a must-have gold panning essential to include in your arsenal of gold prospecting equip"
8521944531244,"22pc Complete Finishing Gold Panning Kit with Rock Pick Hammer, Green","Gold Panning","Sporting Goods",2474,,"FINISHING GOLD PANNING KIT: This gold prospecting kit has everything one needs for gold panning, recovery, cleaning and storage, making it an accessible, yet comprehensive kit FINE"
8521946104108,"27 Inch Compact Aluminum Sluice Box with Flared Mouth Gold Prospecting Equipment","Gold Panning","Business & Industrial > Mining & Quarrying > Mining & Quarrying Machinery",2818,,"HIGH YIELD GOLD RECOVERY: This ASR Outdoor compact gold sluice box enhances water capacity suspension through the entire channel of the sluice box, via a uniquely designed flared m"
8521959866668,"Green Gold Rush Lightweight Hand Scoop Trowel Gold Prospecting Equipment","Gold Panning","Sporting Goods",2707,,"GOLD PANNING SCOOP: With a capacity up to two (2) cups, this ASR Outdoor green gold panning scoop shovel trowel is an essential tool in your arsenal of gold prospecting equipment; "
8521967042860,"5lbs Magnetic Black Sand Steel Pocket Separator Pen Pick Up Tool","Gold Panning","Sporting Goods",1988,,"GOLD PROSPECTING ESSENTIAL: 5lb magnetic separator pen separates black sand and other heavy magnetic materials from pay dirt concentrate, making it easier to see and extract gold f"
8521979887916,"Heavy Duty Collapsable Magnetic Prospectors Pick Axe Gold Prospecting Equipment, Silver","Gold Panning","Sporting Goods",2572,,"GOLD MINING PICK AXE: Overall Length: 18.75 inch; Collapsed Length: 10 inches; Comes with convenient nylon carry case to keep all parts together when not in use MAGNETIC HEAD: Embe"
8521988899116,"12.5 Inch Riffled Edge Prospector's Sand Scoop Gold Prospecting Equipment, Green","Gold Panning","Sporting Goods",2183,,"GOLD PANNING SCOOP: Measures 12.5” in length with a beveled scoop edge so you can count on it to dig through dirt, sand, and silt in any weather while also catching gold at the sam"
8522010329388,"21pc Folding 50 Inch Aluminum Sluice Box Gold Panning Kit with Gold Recovery Prospecting Tools","Gold Panning","Sporting Goods",3793,,"ALUMINUM FOLDING SLUICE BOX: Ready to use out of the box, the 50” folding sluice box will allow you to process and sift through silt and identify more materials than a gold pan by "
8522103718188,"21pc Testing and Finishing Gold Panning Kit with Tool Box","Gold Panning","Sporting Goods",1766,,"This ASR Outdoor 21pc Ultimate Gold Prospecting Kit includes all of the basic essentials  you'll need to prospect. Snifter Bottles Glass Vials Tool Box Microfiber cloth Mini Crucib"
8522154967340,"10L Collapsible Silicone Bucket Gold Prospecting Equipment","Gold Panning","Sporting Goods",1601,,"An ASR Outdoor gold panning essential item, this collapsible silicone bucket is meant to pair seamlessly with the ASR Outdoor green classifier screens or sieves, in order to help y"
8522216636716,"3.5 or 5 Gallon White Heavy Duty Bucket with Handle Gold Prospecting Equipment","Gold Panning","Business & Industrial > Mining & Quarrying > Mining & Quarrying Supplies",271,,"ASR Outdoor white high density polyethylene construction gold prospecting equipment buckets available in either a 3.5L or 5L option; ideal for pairing with ASR Outdoors large  clas"
8525101793580,"4oz Gold Snifter Bottle Squeeze Snuffer for Fine Gold Recovery and Gold Panning (Assorted Pack Sizes)","Gold Panning","Business & Industrial > Mining & Quarrying > Mining & Quarrying Supplies",1455,,"Don’t lose your gold at the finish line. Our 4oz Snifter Bottle is an essential tool for precise gold recovery, designed to easily extract fine gold flakes, dust and small nuggets "
8525173948716,"16pc Traditional Sluice Box Finishing Gold Panning Kit with Classifier Screens, Green","Gold Panning","Sporting Goods",3105,,"The ASR Outdoor Sluice Box Gold Prospecting Kit comes with everything you'll need to pan for gold anywhere, anytime!The backbone of this kit is made up of a lightweight plastic slu"
8571037516076,"40pc Deluxe Geology Rock Hounding Kit with Mining Tools and Musette Tool Bag","Rock Hounding","Sporting Goods",2970,,"DELUXE ROCK HOUNDING TOOLS KIT: If rock hounding, gem mining or fossil hunting are a new hobby or interest, you’ll need the right tools to set yourself up for success! From breakin"
8571177402668,"3 in 1 Black Trifold Steel Multipurpose Serrated Shovel Pick and Saw with Storage Case, 22 Inch","Gold Panning","Sporting Goods",907,,"Overall Length: 23 inches Collapsible Dimensions: 9.5 x 5 inches Weight: 2.50 lbs Material: Constructed of heat-treated steel for durability Features: Canvas storage pouch included"
8571261387052,"HRC Steel Shovel with Knurled Wooden Handle Gold Prospecting Equipment, 28.25 Inch","Gold Panning","Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Shovels & Spades > Shovels",1891,,"GOLD PANNING SHOVEL: Steel shovel is an ideal tool for digging and scooping while gold prospecting for precious gems and treasures; Use it in conjunction with a metal detector to d"
8571326300460,"Magnifying Tweezer and Glass Collection Vials Set Gold Panning Accessories, 5pc","Gold Panning","Sporting Goods",847,,"Magnifying Tweezers and Glass Collection and Storage Vial Combo Set from ASR Outdoor are essential tools in to keep with your gold panning recovery tool! The tweezers feature optic"
8571407565100,"3 in 1 Black Mini Folding Serrated Edge Shovel Pick and Saw Gold Prospecting Equipment, 16 Inches","Gold Panning","Sporting Goods",865,,"Extended length: 16-1/8 inches Compact folded length: 6-1/8 inches Shovel head dimensions: 3 x 4-7/8 inches Shovel thickness: 1/16 inches Portable 3 in 1 black mini folding shovel "
8644958716204,"19pc Complete Fine Gold Recovery Kit Gold Prospecting Equipment with Mini Funnel","Gold Panning","Sporting Goods",2101,,"GOLD PROSPECTING EQUIPMENT: 19pc gold panning kit has everything fine gold extraction, recovery, clean up and storage FINE GOLD RECOVERY TOOLS: Pipettes, snifter bottles, magnifyin"
8791674552620,"14pc Portable Gold Panning Kit with Stackable Plastic Sifting Screens, Drawstring Backpack and Gold Prospecting Equipment (3 Sizes)","Gold Panning","Sporting Goods",2738,,"14PC GOLD PANNING KIT: Comprehensive ASR Outdoor gold prospecting kit includes stackable plastic sifter, x3 dual riffle gold pans, x2 pipettes, x3 collection vials, magnifying twee"
8791693558060,"Heavy Duty Stackable Plastic Sifting Screens Gold Prospecting Equipment Rock Hounding (3 Sizes)","Gold Panning","Sporting Goods",1897,,"The newest addition to ASR Outdoors classifier collection are these large, six inch deep plastic stackable sifting screens with built in handle, ideal for working with and sifting "
8875920785708,"ASR Outdoor and Pan for Gold with Bobby Bo Guaranteed Gold Paydirt Bags (3oz, 1LB, 3LB, 10LB)","Gold Panning","Business & Industrial > Mining & Quarrying > Mining & Quarrying Supplies",1444,,"ASR Outdoor X Bobby Bo paydirt bags are an excellent way to practice and enhance gold panning skills if you can't make it to an outdoor claim site. Available in a variety of classi"
8919461888300,"21pc Geology Rock Hounding Kit with Mining Tools and Deluxe Carry Bag","Rock Hounding","Sporting Goods",1276,,"If rock hounding, gem hunting or finding fossils are your outdoor hobby or keen geological interest, you’ll need the right tools to set yourself up for success in the field! From b"
8919490330924,"13 Pocket Musette Shoulder Tool Bag for Rock Hounding or Metal Detecting","Rock Hounding","Hardware > Hardware Accessories > Tool Storage & Organization > Tool Bags",2889,,"The ASR Outdoor carry all bag was designed to hold all of your metal detecting gear and rock hounding equipment. It works remarkably well for a multitude of different activities an"
8992586793260,"Stackable 1/4"" Classifier Sifting Screen Gold Prospecting Equipment","Gold Panning","Sporting Goods",1504,,"5 GALLON CLASSIFIER SCREEN: Durable, rust free plastic classifier has been designed to sit on top of a 5 gallon or 3 gallon bucket; 1/4"" classifier.  HEAVY DUTY DESIGN: Constructed"
9025218904364,"19pc Metal Detector Accessories Kit with Musette Style Field Tool Bag","Metal Detecting","Sporting Goods",3123,,"METAL DETECTOR ACCESSORIES: Kit includes x1 Musette style tool bag; x1 3 in 1 shovel with pick; x1 pair of gloves; x1 depth marker trowel; x1 waterproof notebook with pencil; x1 se"
9082933772588,"13 Inch Serrated Edge Digger, Versatile Hand Trowel for Breaking up Hard Ground","Gold Panning","Sporting Goods",2109,,"VERSATILE DIGGING TOOL: Easily break through hard soil and stubborn roots, ideal for metal detector hobbyist and home gardening DIY projects; this is the right tool to have when a "
9082999210284,"11 Inch Pin Pointer Metal Detecting Hand Trowel Shovel with Depth Markers (2 Colors)","Metal Detecting","Sporting Goods",1510,,"The ASR Outdoor Metal Detector Hand Trowel is a reliable hand tool that is crafted from high abrasive ABS plastic, which makes it not only strong and durable, but also lightweight "
9147226489132,"ASR Outdoor 10L Collapsible Bucket and Stand Gold Prospecting Equipment, 6pc","Gold Panning",Uncategorized,1827,,"Whether you're new to gold panning or are an experienced gold prospector, you know how important it is to be able to successfully and efficiently classify your raw material down to"
9147232583980,"Classifier Screen with 10L Collapsible Silicone Bucket Gold Prospecting Equipment","Gold Panning","Sporting Goods",2413,,"Whether you're new to gold panning or are an experienced gold prospector, you know how important it is to be able to successfully and efficiently classify your raw material down to"
9411548447020,"3pc Heavy Duty Cold Steel Chisel Set Rock Hounding Equipment","Rock Hounding","Hardware > Tools > Carving Chisels & Gouges > Straight Chisels",1163,,"Take to the field with confidence, knowing you have a reliable cold steel chisel set in your arsenal of tools from ASR Outdoor. Whether as geology tools, rock hounding equipment, f"
9511343030572,"Lightweight Carbon Steel Camping Hammer with Tent Stakes Puller, 12 Inch",,"Sporting Goods > Outdoor Recreation > Camping & Hiking",1072,,"CAMPING ESSENTIALS: Pack this carbon steel hammer and tent stakes puller with aluminum handle to make installing and removing tent stakes or ground anchors fast and efficient; easi"
9511347683628,"10 in 1 Compact Survival Device Camping Hiking Gear Emergency Supplies, Green",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",1337,,"10 IN 1 SURVIVAL GEAR AND SUPPLIES: Compact survival kit includes flint and flint striker, thermometer, hygrometer, 2.5X magnifier, whistle, signaling mirror, 1.25 inch ruler, bubb"
9511352959276,"4pk Aluminum Screw in Tent Stakes, 9 Inch",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Tent Accessories > Tent Poles & Stakes > Tent Poles",1189,,"CAMPING ESSENTIALS: ASR Outdoor aircraft grade 6061 aluminum tent feature unibody construction, making them a reliable choice to ensure camping tents are firmly secured; the pegs f"
9511355318572,"2pk Lightweight Zipper Pull Mini Compass Hiking Camping Gear, Black",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Navigational Compasses",1200,,"COMPASS: Pack this lightweight mini compass or pocket compass on your next day hike or weekend camping trip; the zipper attachment configuration is ideal to not only help lighten y"
9511356694828,"3pc Collapsible Camping Lantern, Assorted Colors",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Lights & Lanterns",1328,,"CAMPING LANTERN: 3pc set includes x2 small grey and green and x1 large black collapsible camping lanterns; featuring 100 and 200 Lumen brightness and COB technology, these lanterns"
9511359676716,"Hanging Camping Lantern Battery Operated LED",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Lights & Lanterns",1454,,"LED MINI CAMPING LANTERN: Lighting, portable and battery operated, this LED mini hanging camping lantern is perfect for your next camping trip; measuring just 8 inches tall, the ca"
9511362527532,"36 Hour Camping Survival Candle in Portable Box, 3 Wick",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Lights & Lanterns",1502,,"INSTANT EMERGENCY LIGHT: Whether you're hiking, camping or backpacking into the great outdoors, putting together an earthquake survival kit or struck with a blackout power outage a"
9511364165932,"Thermal Mat Heat Reflective Camping Sleeping Pad",,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Sleeping Pads",1084,,"INSULATED FOAM SLEEPING PAD - Made with EVA foam for comfort and a special thermal reflective layer to keep you warm. Use in combination with a fleece sleeping bag liner for best h"
9511366590764,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch – Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Tent Accessories > Tent Poles & Stakes > Tent Stakes",1822,,"Secure your shelter with confidence using our Heavy Duty Camping Tent Stakes, built for durability, easy setup and reliable performance across a wide range of outdoor environments."
9511368261932,"6 in 1 Camping Kitchen Multi-Tool with Carrying Case and Bottle Opener",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Cookware & Dinnerware > Camping Utensils",860,,"6 IN 1 CAMPING UTENSIL SET: Perfect for camping, the 6 in 1 flatware cutlery set has a knife, fork, spoon, corkscrew, bottle opener NYLON STORAGE POUCH: Increase the longevity of y"
9511369113900,"Elastic Shock Cord Natural Rubber 30 Feet 3mm Diameter, Black",,"Hardware > Hardware Accessories > Chain, Wire & Rope",722,,"SHOCK ABSORBING CORD - Designed to Absorb Shock | Ideal for Transporting Heavy Items, Tying Boats, Tightening Tarps, Kayaking, Tethering and More LIGHTWEIGHT AND STRONG - Made of 1"
9512943649068,"55pc Compact Travel First Aid Kit in Resealable Bag",Survival/Camping,"Animals & Pet Supplies > Pet Supplies > Pet First Aid & Emergency Kits > Travel First Aid Kits",878,,"55PC FIRST AID KIT: First aid kit includes x8 pads; x4 sting relief wipes; x1 soap wipe; x12 small adhesive bandages; x12 medium adhesive bandages; x12 large adhesive bandages; x4 "
9512958918956,"3pc Reusable Camping Cutlery Plastic Utensils Set",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Cookware & Dinnerware > Camping Plates",1204,,"3 IN 1 CAMPING UTENSILS SET: Perfect for camping, backpacking, hiking, trekking and more, the 3 in 1 camping flatware cutlery set comes with a knife, fork, spoon that are all attac"
9512966947116,"3-in-1 Waterproof Match Container – Fire Starter Flint, Signal Mirror & Dry Storage Capsule (2 Colors)",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",1468,,"Be prepared wherever your adventure takes you with the ASR Outdoor 3-in-1 Waterproof Match Container—a compact, multi-function survival tool designed to keep your essentials dry, a"
9512972353836,"Multi-Function Key Chain Knife Tool",,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Multifunction Tools & Knives",597,,"MULTI-USE TOOL - Can Be Used as Knife, Screwdriver or Can/Bottle Opener - Great Everyday Carry Tool COMPACT DESIGN - Closed Length: 3.25"" | Open Length: 4.75"" | Small Size Wont Tak"
