numeric_id,handle,product_type,old_product_title,new_seo_title,len
8522154967340,10l-collapsible-bucket-and-stand-gold-prospecting-equipment-6pc,"Gold Panning","10L Collapsible Silicone Bucket Gold Prospecting Equipment","10L Collapsible Silicone Prospecting Bucket | ASR Outdoor",57
8522216636716,3-5-or-5-gallon-white-heavy-duty-bucket-with-handle-gold-prospecting-equipment,"Gold Panning","3.5 or 5 Gallon White Heavy Duty Bucket with Handle Gold Prospecting Equipment","Heavy-Duty Gold Prospecting Bucket with Handle | ASR Outdoor",60
8525101793580,4oz-plastic-heavy-duty-gold-snifter-snuffer-bottle-squeeze-nozzle-multi-packs,"Gold Panning","4oz Gold Snifter Bottle Squeeze Snuffer for Fine Gold Recovery and Gold Panning (Assorted Pack Sizes)","4oz Gold Snifter Snuffer Bottle, Fine Gold | ASR Outdoor",56
8525173948716,16pc-traditional-sluice-box-finishg-gold-panning-kit-with-classifier-screens-2-styles,"Gold Panning","16pc Traditional Sluice Box Finishing Gold Panning Kit with Classifier Screens, Green","Sluice Box Finishing Gold Panning Kit, 16pc | ASR Outdoor",57
8571037516076,38pc-deluxe-geology-rock-hounding-kit-with-mining-tools-and-musette-carry-bag,"Rock Hounding","40pc Deluxe Geology Rock Hounding Kit with Mining Tools and Musette Tool Bag","Deluxe Geology Rock Hounding Kit, 40pc | ASR Outdoor",52
8571177402668,3-in-1-black-trifold-steel-multipurpose-serrated-shovel-pick-and-saw-with-storage-case-22-inch,"Gold Panning","3 in 1 Black Trifold Steel Multipurpose Serrated Shovel Pick and Saw with Storage Case, 22 Inch","3-in-1 Trifold Shovel, Pick & Saw, 22-Inch | ASR Outdoor",56
8571261387052,hrc-steel-shovel-with-knurled-wooden-handle-gold-prospecting-equipment-28-25-inch,"Gold Panning","HRC Steel Shovel with Knurled Wooden Handle Gold Prospecting Equipment, 28.25 Inch","28-Inch HRC Steel Shovel, Wooden Handle | ASR Outdoor",53
8571326300460,magnifying-tweezer-and-glass-collection-vials-set-gold-panning-accessories-5pc,"Gold Panning","Magnifying Tweezer and Glass Collection Vials Set Gold Panning Accessories, 5pc","Magnifying Tweezer & Gold Vials Set, 5pc | ASR Outdoor",54
8571407565100,3-in-1-black-mini-folding-serrated-edge-shovel-pick-and-saw-gold-prospecting-equipment-16-inches,"Gold Panning","3 in 1 Black Mini Folding Serrated Edge Shovel Pick and Saw Gold Prospecting Equipment, 16 Inches","3-in-1 Folding Shovel, Pick & Saw, 16-Inch | ASR Outdoor",56
8644958716204,19pc-complete-fine-gold-recovery-kit-gold-prospecting-equipment-with-mini-funnel,"Gold Panning","19pc Complete Fine Gold Recovery Kit Gold Prospecting Equipment with Mini Funnel","Fine Gold Recovery Kit with Mini Funnel, 19pc | ASR Outdoor",59
8791674552620,14pc-portable-gold-panning-kit-with-stackable-sifter-and-drawstring-backpack-gold-prospecting-equipment,"Gold Panning","14pc Portable Gold Panning Kit with Stackable Plastic Sifting Screens, Drawstring Backpack and Gold Prospecting Equipment (3 Sizes)","Gold Panning Kit with Sifting Screens, 14pc | ASR Outdoor",57
8791693558060,1-2-inch-mesh-plastic-stackable-classifier-sifting-screen-gold-prospecting-equipment-green,"Gold Panning","Heavy Duty Stackable Plastic Sifting Screens Gold Prospecting Equipment Rock Hounding (3 Sizes)","Stackable Plastic Gold Sifting Screens | ASR Outdoor",52
8875920785708,asr-outdoor-x-bobby-bo-assorted-paydirt-bags,"Gold Panning","ASR Outdoor and Pan for Gold with Bobby Bo Guaranteed Gold Paydirt Bags (3oz, 1LB, 3LB, 10LB)","Bobby Bo Guaranteed Gold Paydirt Bags | ASR Outdoor",51
8919461888300,13pc-geology-rock-hounding-kit-with-mining-tools-and-deluxe-carry-bag,"Rock Hounding","21pc Geology Rock Hounding Kit with Mining Tools and Deluxe Carry Bag","Geology Rock Hounding Kit with Carry Bag, 21pc | ASR Outdoor",60
8919490330924,13-pocket-musette-carry-shoulder-bag-for-rock-hounding,"Rock Hounding","13 Pocket Musette Shoulder Tool Bag for Rock Hounding or Metal Detecting","13-Pocket Musette Tool Bag, Rock Hounding | ASR Outdoor",55
8992586793260,half-inch-plastic-sifting-screen-classifier-4-holes-per-square-inch,"Gold Panning","Stackable 1/4"" Classifier Sifting Screen Gold Prospecting Equipment","Stackable 1/4-Inch Gold Classifier Screen | ASR Outdoor",55
9025218904364,19pc-metal-detector-accessories-kit-with-musette-style-field-tool-bag,"Metal Detecting","19pc Metal Detector Accessories Kit with Musette Style Field Tool Bag","Metal Detector Accessories Kit with Bag, 19pc | ASR Outdoor",59
9082933772588,13-inch-serrated-edge-digger-versatile-hand-trowel-for-breaking-up-hard-ground,"Gold Panning","13 Inch Serrated Edge Digger, Versatile Hand Trowel for Breaking up Hard Ground","13-Inch Serrated Digger Hand Trowel | ASR Outdoor",49
9082999210284,11-inch-pin-pointer-metal-detecting-hand-trowel-shovel-with-depth-markers-2-colors,"Metal Detecting","11 Inch Pin Pointer Metal Detecting Hand Trowel Shovel with Depth Markers (2 Colors)","11-Inch Metal Detecting Trowel, Depth Markers | ASR Outdoor",59
9147226489132,asr-outdoor-10l-collapsible-bucket-and-stand-gold-prospecting-equipment-6pc,"Gold Panning","ASR Outdoor 10L Collapsible Bucket and Stand Gold Prospecting Equipment, 6pc","10L Collapsible Bucket & Stand, 6pc | ASR Outdoor",49
9147232583980,asr-outdoor-1-4-classifier-screen-set-with-10l-collapsible-bucket-gold-panning-kit,"Gold Panning","Classifier Screen with 10L Collapsible Silicone Bucket Gold Prospecting Equipment","Gold Classifier Screen with 10L Bucket | ASR Outdoor",52
9411548447020,3pc-heavy-duty-cold-steel-chisel-set-rock-hounding-equipment,"Rock Hounding","3pc Heavy Duty Cold Steel Chisel Set Rock Hounding Equipment","Steel Chisel Set, Rock Hounding, 3pc | ASR Outdoor",50
9511343030572,lightweight-carbon-steel-camping-hammer-with-tent-stakes-puller-12-inch,Survival/Camping,"Lightweight Carbon Steel Camping Hammer with Tent Stakes Puller, 12 Inch","12-Inch Camping Hammer with Stake Puller | ASR Outdoor",54
9511347683628,10-in-1-compact-survival-kit-camping-hiking-gear-emergency-supplies-green,Survival/Camping,"10 in 1 Compact Survival Device Camping Hiking Gear Emergency Supplies, Green","10-in-1 Compact Survival Tool for Camping | ASR Outdoor",55
9511352959276,4pk-aluminum-screw-in-tent-stakes-9-inch,Survival/Camping,"4pk Aluminum Screw in Tent Stakes, 9 Inch","9-Inch Aluminum Screw-In Tent Stakes, 4pk | ASR Outdoor",55
9511355318572,2pk-zipper-pull-mini-compass,Survival/Camping,"2pk Lightweight Zipper Pull Mini Compass Hiking Camping Gear, Black","Mini Zipper-Pull Compass for Hiking, 2pk | ASR Outdoor",54
9511356694828,3pc-collapsible-camping-lantern-assorted-colors,Survival/Camping,"3pc Collapsible Camping Lantern, Assorted Colors","Collapsible Camping Lantern, 3pc | ASR Outdoor",46
9511359676716,hanging-camping-lantern-battery-operated-led,Survival/Camping,"Hanging Camping Lantern Battery Operated LED","Hanging LED Camping Lantern, Battery Operated | ASR Outdoor",59
9511362527532,36-hour-camping-survival-candle-in-portable-box-3-wick,Survival/Camping,"36 Hour Camping Survival Candle in Portable Box, 3 Wick","36-Hour 3-Wick Camping Survival Candle | ASR Outdoor",52
9511364165932,thermal-mat-heat-reflective-camping-sleeping-pad,Survival/Camping,"Thermal Mat Heat Reflective Camping Sleeping Pad","Heat-Reflective Thermal Camping Sleeping Pad | ASR Outdoor",58
9511366590764,6pc-tent-stake-set-with-hook-head-for-hard-packed-soil,Survival/Camping,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch – Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)","11-Inch Galvanized Steel Tent Stakes, Anchors | ASR Outdoor",59
9511368261932,6-in-1-camping-kitchen-multi-tool-with-carrying-case-and-bottle-opener,Survival/Camping,"6 in 1 Camping Kitchen Multi-Tool with Carrying Case and Bottle Opener","6-in-1 Camping Kitchen Multi-Tool with Case | ASR Outdoor",57
9511369113900,elastic-shock-cord-natural-rubber-30-feet-3mm-diameter-black,Survival/Camping,"Elastic Shock Cord Natural Rubber 30 Feet 3mm Diameter, Black","Elastic Shock Cord, Natural Rubber, 30 Feet | ASR Outdoor",57
9512943649068,55pc-compact-travel-first-aid-kit-in-resealable-bag,Survival/Camping,"55pc Compact Travel First Aid Kit in Resealable Bag","Compact Travel First Aid Kit, 55pc | ASR Outdoor",48
9512958918956,3pc-reusable-camping-cutlery-plastic-utensils-set,Survival/Camping,"3pc Reusable Camping Cutlery Plastic Utensils Set","Reusable Camping Cutlery Set, 3pc | ASR Outdoor",47
9512966947116,3-in-1-waterproof-match-stick-storage-container-with-fire-starter-and-signal-mirror,Survival/Camping,"3-in-1 Waterproof Match Container – Fire Starter Flint, Signal Mirror & Dry Storage Capsule (2 Colors)","Waterproof Match Container, Fire Starter | ASR Outdoor",54
9512972353836,multi-function-key-chain-knife-tool,Survival/Camping,"Multi-Function Key Chain Knife Tool","Multi-Function Key Chain Knife Tool | ASR Outdoor",49
9512980218156,fishing-fillet-knife-hard-sheath-and-floating-handle-6-inch-blade,Fishing,"Fishing Fillet Knife Hard Sheath and Floating Handle, 6 inch Blade","6-Inch Fishing Fillet Knife with Sheath | ASR Outdoor",53
9512984052012,7-function-small-pocket-camping-utensil-flatware-spoon-fork-knife,Survival/Camping,"7 Function Small Pocket Camping Utensil Flatware, Spoon Fork Knife","7-Function Pocket Camping Utensil Flatware | ASR Outdoor",56
9512996602156,insulated-stainless-steel-coffee-mug-with-travel-splash-guard-lid-7-4oz,Survival/Camping,"Insulated Stainless Steel Coffee Mug with Travel Splash Guard Lid, 7.4oz","7.4oz Insulated Stainless Steel Coffee Mug | ASR Outdoor",56
9513008824620,6mm-water-bottle-holder-with-blue-aluminum-carabiner-attachment,Survival/Camping,"6mm Water Bottle Holder with Blue Aluminum Carabiner Attachment","Water Bottle Holder with Aluminum Carabiner | ASR Outdoor",57
9513012789548,folding-collapsible-pet-travel-food-bowl-dish,Survival/Camping,"Folding Collapsible Pet Travel Food Bowl Dish","Folding Collapsible Pet Travel Food Bowl | ASR Outdoor",54
9513024946476,emergency-1-person-survival-first-aid-kit,Survival/Camping,"100pc Portable Dry Sack First Aid Kit Dry Emergency Preparedness Items Survival Gear","Portable Dry Sack First Aid Kit, 100pc | ASR Outdoor",52
9513038381356,waterproof-first-aid-storage-container-5-5-inch-clear,Survival/Camping,"Clear Waterproof All Purpose Storage Container, Hiking and Camping Gear, 5.5 Inch","5.5-Inch Waterproof Storage Container | ASR Outdoor",51
9513041494316,5-gallon-bucket-portable-toilet-seat-with-lid,Survival/Camping,"5 Gallon Bucket Portable Toilet Seat","5-Gallon Bucket Portable Toilet Seat | ASR Outdoor",50
9513050702124,survival-7-in-1-multitool-with-whistle-compass-led-flashlight,Survival/Camping,"Survival 7 in 1 Multitool with Whistle Compass LED Flashlight","7-in-1 Survival Multitool, Compass & Light | ASR Outdoor",56
9513054404908,extendable-marshmallow-toaster-bbq-fork-35-5,Survival/Camping,"Extendable Marshmallow Toaster BBQ Fork - 35.5""","Extendable Marshmallow Toaster BBQ Fork, 35.5-Inch",50
9513065218348,3-in-1-flint-fire-starter-whistle-black,Survival/Camping,"3 in 1 Flint Fire Starter Whistle - Black","3-in-1 Flint Fire Starter with Whistle | ASR Outdoor",52
9513105228076,3-pack-emergency-glow-stick-high-visibility-safety-light,Survival/Camping,"High Visibility Emergency Glow Stick Safety Light, 1pk","High-Visibility Emergency Glow Stick Light | ASR Outdoor",56
9513115287852,fire-stick-starter-survival-tool-with-keychain-and-compass,Survival/Camping,"Fire Stick Starter Survival Tool with Keychain and Compass","Fire Starter Survival Tool with Compass | ASR Outdoor",53
9513170108716,water-resistant-slow-burning-tinder-sticks-12-pack,Survival/Camping,"12pk Water Resistant Non Toxic Slow Burning Tinder Sticks Camping Gear","Slow-Burning Tinder Sticks for Camping, 12pk | ASR Outdoor",58
9513182429484,3-in-1-hiking-camping-survival-multi-tool-fire-starter-pocket-knife,Survival/Camping,"3 in 1 Hiking Camping Survival Multi Tool Fire Starter Pocket Knife","3-in-1 Survival Multi-Tool, Fire Starter Knife | ASR Outdoor",60
9513188688172,survival-mylar-extreme-emergency-blanket-orange,Survival/Camping,"Survival Mylar Extreme Emergency Blanket, Orange","Mylar Extreme Emergency Survival Blanket | ASR Outdoor",54
9513197666604,38pc-compact-survival-kit-in-illuminated-dry-box,Survival/Camping,"38pc Compact Survival Kit in Illuminated Dry Box","Compact Survival Kit in Dry Box, 38pc | ASR Outdoor",51
9513212182828,stainless-steel-multi-tool-edc-utility-17-function-pocket-knife-with-carry-pouch,Survival/Camping,"14 in 1 Stainless Steel ECD Utility Multitool Pocket Knife with Carry Pouch","14-in-1 Stainless Steel Multitool Pocket Knife | ASR Outdoor",60
9513216540972,emergency-outdoor-winter-blanket-insulated-thermal-reflector-4-pack,Survival/Camping,"Emergency Outdoor Winter Blanket Insulated Thermal Reflector 4 Pack","Insulated Thermal Emergency Blanket, 4-Pack | ASR Outdoor",57
9513231810860,illuminated-dry-box-detachable-lid-large-waterproof-storage-case,Survival/Camping,"Illuminated Dry Box Detachable Lid Large Waterproof Storage Case","Illuminated Waterproof Dry Box Storage Case | ASR Outdoor",57
9516197249324,waterproof-notebook-with-pencil,Survival/Camping,"Waterproof Notebook with Pencil","Waterproof Notebook with Pencil | ASR Outdoor",45
9516211142956,buckshot-knives-camping-axe-hatchet-black-steel-with-cord-cutter,Survival/Camping,"Buckshot Knives Camping Axe Hatchet - Black Steel with Cord Cutter","Camping Axe Hatchet, Black Steel, Cord Cutter | ASR Outdoor",59
9516216516908,survival-hatchet-with-hammer-pry-bar,Survival/Camping,"Survival Hatchet with Hammer and Pry Bar, Multi-Tool","Survival Hatchet with Hammer & Pry Bar | ASR Outdoor",52
