item_id,sku,category_id,aspect,current_value,verdict,suggested_value,certainty,status,reason
364365610077,SON-FOLDINGSLUICEBOXBACKPACK-PZ-BSWAP,163824,Type,"Gold Pans",suspect,,55,no_suggestion,"'Gold Pans' is loose for a 24pc sluice box backpack kit"
364365610077,SON-FOLDINGSLUICEBOXBACKPACK-PZ-BSWAP,163824,"Country of Origin","United States",suspect,,50,no_suggestion,"gold panning kit SKU suggests China; 'United States' is suspect"
236015325652,SON-ASRO-FINGERHOLEKNIFE-STD,73522,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
363267267278,NPT-JACKRIPPERTHROWINGKNIVES-6PC-EBAY,73522,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
235264218835,HWK-TZ3144-SML-BLCK,181415,Type,"Not Available",suspect,,40,no_suggestion,"'Not Available' is a placeholder for an escape-and-evasion saw kit"
235100299670,SON-WRRFSDE175MM-10PC-SML-SLVR,178974,Cut,Rasp-Cut,suspect,Fine,55,ok,"Title says 'Fine Cut Riffler File' but Cut is 'Rasp-Cut'"
127389768403,SON-COMPANIONWHISTLES-ORG,181414,"Decibel Output","100 dB",suspect,"105 dB",80,ok,"Title states 105 dB but live value is '100 dB'"
127389768403,SON-COMPANIONWHISTLES-ORG,181414,Type,"Not Available",suspect,,40,no_suggestion,"'Not Available' placeholder for a safety whistle"
127389768405,FLL-HNHSTBAT,177887,Type,"Shooting Rest",suspect,,70,no_suggestion,"'Shooting Rest' wrong; this is a snap hook hardware accessory"
127389768406,SON-GUNBRUSHES3-3PC,22700,Features,"3 TYPES OF BRISTLES - Soft Plastic, Nylon and",suspect,,80,no_suggestion,"Truncated: '3 TYPES OF BRISTLES - Soft Plastic, Nylon and'"
127389768407,SON-HSSADF40IW-STD-WHT-IR-TT,180927,Features,"HOOK AND LOOP ROLLS: 40 inches of self-adhesive",suspect,"Hook and Loop, Self-Adhesive, 40 inches",60,ok,"Truncated: 'HOOK AND LOOP ROLLS: 40 inches of self-adhesive'"
127389768408,SON-8MMSLAM100PK-BUNDLE,117141,Material,Plastic,suspect,Steel,90,ok,"8mm steel ball bearings; 'Plastic' is wrong for steel slingshot ammo"
127389768411,SON-475POCKETKNIFE-CAMO-PARENT,48818,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
127389768415,FLL-FOHHAM30MM-30MM-BLCK,52510,Features,"Hitch-Hiker Mounting System Fits 30mm",suspect,,70,no_suggestion,"Truncated: 'Hitch-Hiker Mounting System Fits 30mm'"
127389768417,4SN-CALLUSREMOV-RED-42121,11872,Features,"EASILY REMOVE CALLUS: The classic handheld",suspect,,80,no_suggestion,"Truncated: 'EASILY REMOVE CALLUS: The classic handheld'"
127389768418,SON-TS2ISSCS-6PC,20761,Brand,"Universal Tool",suspect,ToolTreaux,70,ok,"Title/SKU say ToolTreaux but Brand is 'Universal Tool'"
127389768422,SON-FLASHLIGHT-BLACK,16037,Type,"Not Available",suspect,,40,no_suggestion,"'Not Available' placeholder; mini keychain flashlight"
127389768431,SON-UTPSCRASIWB-LG-TN,260207,Type,"Router Attachment",suspect,"Rotary Tool Accessory Set",60,ok,"'Router Attachment' wrong for a 100pc rotary accessory set"
127389768442,SON-GP5-KIT107-7PCPAN-HPNR,15913,"California Prop 65 Warning","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov",suspect,,95,no_suggestion,"Warning contains unfilled template placeholder '{CHEMNAME1}'"
127389768444,SHM-UV9LF-SML-BLCK,16037,Features,"21 LED UV LIGHT BULBS: Featuring 21 UV light LED",suspect,,80,no_suggestion,"Truncated: '21 LED UV LIGHT BULBS: Featuring 21 UV light LED'"
236344962435,SON-GUNCLMAT-18IN,,"Character Family",,suspect,,75,no_suggestion,"'Avengers' not confirmed by title (Army/Semi Truck/Superhero cinch bag bundle)"
236344962436,HWK-NYTOOLBAG-AB77,42362,Type,"Not Available",suspect,"Tool Bag",80,ok,"'Not Available' placeholder; this is clearly a tool bag"
236344962452,NPT-65THROWINGKNIVES-EAG,73522,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
236344962454,SON-TS2ISSCS-6PC,20761,Brand,"Universal Tool",suspect,ToolTreaux,70,ok,"Title/SKU say ToolTreaux but Brand is 'Universal Tool'"
236344962455,LST-CINCHBAG-12PC-TRCK-BUN,260988,"Character Family",Avengers,suspect,,75,no_suggestion,"'Avengers' not supported by title (Army/Semi Truck/Superhero)"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,Type,"Action Figure",suspect,,85,no_suggestion,"non-woven tote bag set, not an action figure; Type='Action Figure' is wrong"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,Material,Plastic,suspect,"Non-woven fabric",70,ok,"tote bags are non-woven fabric, not 'Plastic'"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,Sport,"Action Figure",suspect,,90,no_suggestion,"'Action Figure' is not a sport; miscategorized"
236344962456,4SN-TOTE-BABYYODA-2PK-BUN,261068,Features,"2 PACK BABY YODA TOTE BAGS - Officially licensed",suspect,,80,no_suggestion,"'2 PACK BABY YODA TOTE BAGS - Officially licensed' truncated"
236344962459,4SN-6PCKNIVES-50549,177005,Features,"ALL-IN-ONE KNIFE SET -  The Beille cutlery knife",suspect,,80,no_suggestion,"Truncated: 'ALL-IN-ONE KNIFE SET - The Beille cutlery knife'"
236344962462,MCN-WILDERNESSTRAVELGUIDE,261186,Language,Abkhaz,suspect,English,90,ok,"'Abkhaz' is not the language of this English wilderness medicine guide"
236344962465,DOY-NORALACE-2500-PARENT,169282,"Dog Size",Standard,suspect,,90,no_suggestion,"'Dog Size' is irrelevant for a boot lace product; miscategorized aspect"
236344962470,SON-CABLE-TIES-CT4B,57007,Features,"CABLE TIES - Universal Home",suspect,,80,no_suggestion,"Truncated: 'CABLE TIES - Universal Home'"
236344962474,HGR-CARGOSTABILIZERBAR-LARGE,177849,Capacity,"Not Available",suspect,,40,no_suggestion,"'Not Available' placeholder for a cargo stabilizer bar"
236344962474,HGR-CARGOSTABILIZERBAR-LARGE,177849,"Rack Type","Not Available",suspect,,40,no_suggestion,"'Not Available' placeholder; cargo stabilizer/bed extender bar"
236344962479,SON-POCKETKNIFE-BLK,48818,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
236344962482,MCN-MGA80ESRC-80-BLCK,181413,Type,"Not Available",suspect,Paracord,55,ok,"'Not Available' placeholder; this is an elastic shock cord"
365879832355,MCN-MMESDAALCD125O-C-WHT,29574,"Country of Origin",USA,suspect,,50,no_suggestion,"'USA' is not a standard eBay country name; should be 'United States'"
365879832356,UPD-NAILPOL-HK-HK1156GG-BUN,11873,"California Prop 65 Warning","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you",suspect,,85,no_suggestion,"Warning truncated mid-sentence ending 'This product can expose you'"
365879832358,SON-POCKET-KNIFE-KFD702,48818,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
365879832362,NPT-11INHUNTINGKNIFE-GA,73522,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
365879832365,SON-500-LUMEN-WORKLIGHT,126393,Features,"MULTIPURPOSE WORK LIGHT - brightness is at 500",suspect,,80,no_suggestion,"Truncated: 'MULTIPURPOSE WORK LIGHT - brightness is at 500'"
365879832369,26C-BLE-ACACIAWOODBOARD-STD,46282,Brand,Kitchen,suspect,Beille,85,ok,"Beille brand per name/title/SKU, but Brand is set to 'Kitchen'"
365879832379,4SN-3PCCUTLERY-44031,177005,Features,"3PC ESSENTIAL KITCHEN KNIFE SET - The Beille 3pc",suspect,,80,no_suggestion,"Truncated: '3PC ESSENTIAL KITCHEN KNIFE SET - The Beille 3pc'"
365879832383,SON-COLLAPBACKPACK-BLK,181379,"Unit Type",lb,suspect,Unit,85,ok,"Unit Type 'lb' inappropriate for a backpack; should be 'Unit'"
365879832383,SON-COLLAPBACKPACK-BLK,181379,"Unit Quantity",0,suspect,1,80,ok,"Unit Quantity '0' is nonsensical; should be 1"
365879832388,SON-35ISTSSSTS-35-GOLD,28171,Features,"STORK STYLE CRAFTING SCISSORS - These super sharp",suspect,,80,no_suggestion,"Truncated: 'STORK STYLE CRAFTING SCISSORS - These super sharp'"
365879832389,ASR-MEDIUMSIZECARABINERSKEEP,50814,Material,Plastic,suspect,Aluminum,80,ok,"aluminum carabiners per title, but Material listed as 'Plastic'"
365879832393,4SN-BEAUTYTOOLKIT-PARENT,11872,"California Prop 65 Warning","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov",suspect,,95,no_suggestion,"Warning contains unfilled template placeholder '{CHEMNAME1}'"
365879832396,4SN-BLE-KNIFESET-13PC,20638,Features,"QUALITY KNIFE SET: The knife set is constructed",suspect,,80,no_suggestion,"Truncated: 'QUALITY KNIFE SET: The knife set is constructed'"
365879832397,SON-TTX-ICESCRAPERGLOVE-BLK-PARENT,21231,Capacity,"Not Available",suspect,,50,no_suggestion,"'Not Available' placeholder; ice scraper"
365879832397,SON-TTX-ICESCRAPERGLOVE-BLK-PARENT,21231,"Rack Type","Not Available",suspect,,80,no_suggestion,"'Not Available' placeholder; ice scraper miscategorized under Racks & Carriers"
365879832400,4SN-EYETOOLKIT-2PC-71209,82599,Features,ToolTreaux,suspect,"Eyelash Curler, Tweezer",70,ok,"'ToolTreaux' is just the brand name repeated, not a feature"
127389838857,SON-SHARPENING-STONE-SS6-ASO,43220,"Blade Material","Stainless Steel",suspect,,70,no_suggestion,"'Stainless Steel' is wrong for a sharpening stone; should be Corundum/Aluminum Oxide"
127389838865,4SN-CINCHBAG-MIC-13PC-BUN,260988,Character,"Mickey Mouse, Officially Licensed",suspect,"Mickey Mouse",85,ok,"drop 'Officially Licensed'; should be 'Mickey Mouse'"
127389838865,4SN-CINCHBAG-MIC-13PC-BUN,260988,"Character Family","Disney, Officially Licensed",suspect,Disney,75,ok,"drop 'Officially Licensed'; should be 'Disney'"
127389838868,UPD-RINGBRACELET-ARI,19172,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
127389838868,UPD-RINGBRACELET-ARI,19172,Color,Ariel,suspect,,80,no_suggestion,"'Ariel' is a character name, not a color"
127389838872,MCN-MOME2OZZCZCALWB-2O-CLR,36120,Type,"Repair Kit",suspect,Lubricant,65,ok,"Zipper Care is a cleaner/lubricant, not a repair kit"
127389838873,SON-ASRO-4IN1EMERGMULTITOOL-STD,16037,Type,Flashlight,suspect,Multi-Tool,75,ok,"4-in-1 hand crank emergency radio, categorized only as Flashlight"
127389838883,ABC-SWATELITESET-DF42218A,19172,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
127389838887,HWK-LEATHAPRON-PARENT,42632,Features,ToolTreaux,suspect,,85,no_suggestion,"'ToolTreaux' is just the brand name repeated, not a feature"
127389838895,SON-AOTAC-BUN-2PC-4PK-3B1-BLCK-2,20761,Type,"Ratchet Clamp",suspect,"Spring Clamp",60,ok,"tarp/awning grip clamps, not ratchet clamps"
236345031403,SON-GUNBRUSHESNYL-10PC,22700,Features,"NYLON BRISTLES - Nylon is a Safe and Effective",suspect,,80,no_suggestion,"Truncated: 'NYLON BRISTLES - Nylon is a Safe and Effective'"
236345031408,SON-FOLDING-SHOVEL-87950MS,75233,Features,"MATERIAL - #50 carbon steel material",suspect,"#50 carbon steel",60,ok,"Truncated: 'MATERIAL - #50 carbon steel material'"
236345031413,APL-SUBSHARK-AS-9445,180506,"Character Family",Cars,suspect,,65,no_suggestion,"'Cars' too generic (could be Pixar); this is a submarine/shark carrier toy"
236345031414,SON-SUVIVALSLEEPING-2PK-ASR,87100,Type,"Not Available",suspect,,40,no_suggestion,"'Not Available' placeholder; emergency sleeping bag"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,Type,"Sleeping Bag",suspect,,90,no_suggestion,"fabric care/repair kit, not a Sleeping Bag"
236345031416,MCN-GARVXDCMRP-BNDL-AMZ,87100,"Shell Material",Down,suspect,,90,no_suggestion,"'Down' is not a shell material; miscategorized from sleeping bag aspects"
236345031422,LST-KPL-KARAOKE-KEYBOARD-BLU,145943,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
236345031422,LST-KPL-KARAOKE-KEYBOARD-BLU,145943,"Character Family",Music,suspect,,60,no_suggestion,"'Music' is a genre, not a character family"
236345031422,LST-KPL-KARAOKE-KEYBOARD-BLU,145943,Character,Music,suspect,,60,no_suggestion,"'Music' is not a character; generic keyboard toy"
236345031423,MCN-GRNLINEFILTER-67013,181407,Type,Straw,suspect,Filter,60,ok,"replacement filter cartridge, not a straw"
236345031427,DOY-ASRO-RHCHISELSET-3PC,258334,"California Prop 65 Warning","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you",suspect,,85,no_suggestion,"Warning truncated mid-sentence ending 'This product can expose you'"
365879907928,4SN-FACECREAM-6OZ,21205,Brand,"Home Essentials",suspect,"Bella Linda",75,ok,"name says 'Bella Linda' but Brand is 'Home Essentials'"
365879907928,4SN-FACECREAM-6OZ,21205,Features,"SKIN CARE HYDRATION: There are hundreds of facial",suspect,,80,no_suggestion,"Truncated: 'SKIN CARE HYDRATION: There are hundreds of facial'"
365879907931,LST-KPL-SPACESTNBACKPACK-10IN,1187,Type,"Space Shuttle",suspect,,70,no_suggestion,"'Space Shuttle' wrong for a 15pc space explorer backpack set with astronaut"
365879907934,LST-SHOPCARTBLU-EODS008-921,19181,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
365879907934,LST-SHOPCARTBLU-EODS008-921,19181,"Character Family","Shopping Cart",suspect,,70,no_suggestion,"'Shopping Cart' is a description, not a character family"
365879907934,LST-SHOPCARTBLU-EODS008-921,19181,Character,"Shopping Cart",suspect,,70,no_suggestion,"'Shopping Cart' is a description, not a character"
365879907937,SON-POCKETSCALE-WC2610-5,72667,Features,"PRECISE & ACCURATE MEASUREMENTS : The digital",suspect,,80,no_suggestion,"Truncated: 'PRECISE & ACCURATE MEASUREMENTS : The digital'"
365879907950,SON-ASRO-5INCHSTORAGECAPSULE-SILVER,8504,"California Prop 65 Warning","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you",suspect,,85,no_suggestion,"Warning truncated mid-sentence ending 'This product can expose you'"
365879907955,SON-MEDPENLIGHTS-FL102-4EMT,257817,Features,"EMT ESSENTIAL TOOL: This ASR Federal set of four",suspect,,80,no_suggestion,"Truncated: 'EMT ESSENTIAL TOOL: This ASR Federal set of four'"
365879907957,UPD-8PCERASR-69343MZ,102954,Character,"Officially Licensed",suspect,Spider-Man,85,ok,"'Officially Licensed' placeholder; product is Spider-Man erasers"
365879907959,SON-KDKASS-225-BL,43220,Brand,"ASR Outdoor",suspect,"Universal Tool",70,ok,"Title/SKU indicate Universal Tool but Brand is 'ASR Outdoor'"
127389838901,SON-155BSSMRWZSS-155E-BLCK-EBAY,73522,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
127389838901,SON-155BSSMRWZSS-155E-BLCK-EBAY,73522,"Blade Type",Straightback,suspect,,55,no_suggestion,"recurved machete unlikely to be 'Straightback'; title says 'Recurved Blade'"
127389838906,SON-MSFEW-C-ORNG-6PC-IR-TT,181414,Type,"Not Available",suspect,,40,no_suggestion,"'Not Available' placeholder for a safety whistle"
127389838909,UPD-TITANHERO-SPIDERMAN-PARENT,261068,Franchise,Heroes,suspect,Marvel,85,ok,"'Heroes' too generic; Spider-Man belongs to Marvel"
127389838909,UPD-TITANHERO-SPIDERMAN-PARENT,261068,"California Prop 65 Warning","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you",suspect,,85,no_suggestion,"Warning truncated mid-sentence ending 'This product can expose you'"
127389838912,PF-POSTER-DUMBBELL-PARENT,28009,Material,Plastic,suspect,Paper,75,ok,"printed fitness poster is paper, not 'Plastic'"
127389838913,SON-PARACORDBRACELETKIT-1OPC,181413,Type,"Not Available",suspect,,40,no_suggestion,"'Not Available' placeholder; paracord bracelet kit"
127389838914,4SN-BLE-CHRMWBOTTLE-23OZ,177006,Features,Beille,suspect,"BPA Free, Bamboo Lid",75,ok,"'Beille' is just the brand name repeated, not a feature"
127389838917,DOY-WILD-ANIMAL-DAGGER-SET-BNDLE,73522,Type,Hunting,suspect,Dagger,65,ok,"ornamental decorative daggers, not hunting knives"
127389838917,DOY-WILD-ANIMAL-DAGGER-SET-BNDLE,73522,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
127389838917,DOY-WILD-ANIMAL-DAGGER-SET-BNDLE,73522,Character,"Patriotic Eagle",suspect,,55,no_suggestion,"'Patriotic Eagle' is only one of three designs (Wolf, Eagle, Dragon)"
127389838928,4SN-CHEESEGRATER-PNK-45498,11662,Material,Plastic,suspect,"Stainless Steel",80,ok,"Title says 'Stainless Steel Grater' but Material is 'Plastic'"
127389838930,SON-500POCKETKNIFE-CLIPPOINT-PARENT,48818,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
127389838930,SON-500POCKETKNIFE-CLIPPOINT-PARENT,48818,Character,Animal,suspect,,70,no_suggestion,"'Animal' is not a character; American Legacy graphic knife"
127389838931,SON-COLLETSET-4PC,36345,"California Prop 65 Warning","WARNING: This product may contain chemicals known to the State of",suspect,,90,no_suggestion,"Warning truncated: 'WARNING: This product may contain chemicals known to the State of California'"
127389838933,APL-TRANSFORMCARS-AS-10061,182183,Type,"Drift Car",suspect,,60,no_suggestion,"'Drift Car' wrong for a 2-in-1 transforming robot RC car"
127389838934,SON-UDRTASSPC-228PC-MTL,260207,Type,"Router Attachment",suspect,"Rotary Tool Accessory Set",60,ok,"'Router Attachment' wrong for a 228pc rotary accessory set"
127389838936,4SN-DOVESHAMPOO-FRZ-38046,177661,Features,"ANTI FRIZZ HAIR CARE: Dove Anti Frizz Nourishing",suspect,,80,no_suggestion,"Truncated: 'ANTI FRIZZ HAIR CARE: Dove Anti Frizz Nourishing'"
127389838939,SON-ASRO-ALUMTENTSTAKES-SILVER-4PC,36120,Type,"Not Available",suspect,,40,no_suggestion,"'Not Available' placeholder; tent stakes/pegs"
127389838940,SON-PARACORDBRACELETKIT-SOL,181413,Type,"Not Available",suspect,,40,no_suggestion,"'Not Available' placeholder; paracord bracelet kit"
127389838942,UPD-FLOWERCLIP-11496446-PRINCESS,57920,Features,"OFFICIALLY LICENSED - Dress up like your favorite",suspect,,80,no_suggestion,"Truncated: 'OFFICIALLY LICENSED - Dress up like your favorite'"
127389838944,UPD-PLAYPACK-AVENGERS-1066524,102951,Brand,Avengers,suspect,Marvel,80,ok,"'Avengers' is the franchise, not the brand; should be 'Marvel'"
127389838944,UPD-PLAYPACK-AVENGERS-1066524,102951,Color,Avengers,suspect,,90,no_suggestion,"'Avengers' is a franchise name, not a color"
127389838948,SON-ASRO-FIRSTAIDKIT-55PC,181415,"California Prop 65 Warning","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you",suspect,,85,no_suggestion,"Warning truncated mid-sentence ending 'This product can expose you'"
127389838951,4SN-WALLCLOCK-PARENT,20561,"Character Family",Licensed,suspect,,75,no_suggestion,"'Licensed' is a placeholder, not a real character family"
127389838951,4SN-WALLCLOCK-PARENT,20561,Character,Licensed,suspect,,75,no_suggestion,"'Licensed' is a placeholder, not a real character name"
127389838955,SON-SCOOPNPROBE-GP3-PARENT,3186,"California Prop 65 Warning","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov",suspect,,95,no_suggestion,"Warning contains unfilled template placeholder '{CHEMNAME1}'"
127389838960,LST-DIECASTTRAILER-BLUE,51023,Year,NEW,suspect,,20,no_suggestion,"'NEW' is not a valid year"
